Probe ID,Gene Symbol,GenBank Accession,Adjusted p-value,GSM1249165,GSM1249166,GSM1249167,GSM1249170,GSM1249171,GSM1249172
A_51_P473229,Zbtb7b,NM_009565,0.372474,8.75,9.106,8.82,8.962,10.414,10.141
A_51_P476618,Slc12a8,NM_134251,0.372474,7.742,7.548,7.287,7.595,9.304,9.205
A_52_P1197466,,,0.372474,8.348,8.816,7.508,7.887,6.324,6.705
A_52_P144310,Gad1,NM_008077,0.372474,13.973,13.782,13.724,13.114,12.978,13.781
A_52_P234073,Gla,NM_013463,0.372474,8.557,7.865,8.05,8.541,8.577,8.651
A_52_P250578,Tcaf1,AK132148,0.372474,11.559,11.877,11.703,10.977,11.038,11.659
A_52_P266916,Otud7b,NM_001025613,0.372474,8.369,8.583,8.199,8.476,8.858,8.891
A_52_P431859,2010111I01Rik,AK167772,0.372474,10.576,10.493,10.582,10.569,10.743,10.782
A_52_P593861,Pbdc1,AK076889,0.372474,8.671,8.668,8.883,9.152,8.8,9.057
A_51_P315673,Usp11,NM_145628,0.3725413,12.569,12.211,12.387,12.303,11.675,11.876
A_51_P150394,Vps28,NM_025842,0.3725647,15.324,15.229,15.467,15.387,15.791,15.731
A_51_P155966,Mnd1,NM_029797,0.3725647,7.182,7.606,7.452,7.733,7.704,7.606
A_51_P205913,Xylt1,AJ291750,0.3725647,6.784,6.77,6.756,6.787,7.546,7.578
A_51_P222337,Rspo2,NM_172815,0.3725647,10.313,10.564,10.841,10.491,8.127,8.274
A_51_P335555,Snap25,M22012,0.3725647,16.207,16.391,16.202,16.219,15.963,15.971
A_52_P132334,Atl3,NM_146091,0.3725647,7.238,7.392,7.419,7.425,7.899,7.642
A_52_P222354,Vps13c,NM_177184,0.3725647,7.476,7.641,7.108,7.132,7.047,7.057
A_52_P390448,,,0.3725647,9.805,9.949,10.624,10.41,10.88,11.04
A_51_P131084,Etfa,NM_145615,0.372599,11.438,11.071,11.865,11.668,12.317,12.507
A_52_P382886,Gjb2,NM_008125,0.3726998,9.509,9.387,10.17,10.122,10.215,10.253
A_52_P163849,Ivns1abp,NM_001039511,0.372765,7.351,7.394,7.532,7.467,8.115,7.938
A_51_P433556,Tut1,NM_197993,0.3728121,10.724,11.409,11.676,11.739,11.948,11.922
A_52_P1020860,,,0.3728121,7.999,7.404,7.565,8.024,8.08,7.978
A_52_P494380,Dgkq,NM_199011,0.3728121,10.455,11.349,11.142,11.204,12.14,12.384
A_52_P272519,Copa,NM_009938,0.3729791,7.719,7.398,7.606,7.648,8.205,8.049
A_51_P163953,Nsg2,NM_008741,0.3731321,16.523,16.798,16.782,16.653,15.512,15.641
A_52_P251183,Tmem177,NM_175106,0.3731321,9.046,9.19,9.727,9.495,10.286,10.178
A_51_P388847,Stap2,NM_145934,0.3731345,8.202,7.982,8.098,8.17,11.655,11.401
A_52_P590396,Sort1,NM_019972,0.3731345,13.923,14.505,14.378,14.159,12.829,13.051
A_51_P312956,,,0.3731757,6.691,7.279,7.136,7.205,10.168,11.172
A_51_P379443,Bclaf1,NM_001025392,0.3731757,14.24,14.654,14.097,14.675,14.998,14.598
A_51_P396774,Sugt1,NM_026474,0.3731757,13.3,12.978,13.641,13.847,13.628,13.693
A_51_P130841,Srgap1,NM_001081037,0.3732281,7,6.974,6.876,6.974,7.698,7.795
A_51_P199352,Mrln,NM_001304739,0.3732281,7.16,7.314,7.792,7.535,11.124,10.701
A_52_P252469,Itfg2,NM_133927,0.3732281,9.599,9.054,8.934,9.326,10.906,10.6
A_52_P75866,Akap10,NM_019921,0.3732281,6.858,6.531,6.628,6.784,6.976,6.973
A_51_P120295,Cyp2d26,NM_029562,0.3732731,6.749,6.838,6.762,6.883,7.414,7.039
A_51_P139400,,,0.3732731,10.19,10.697,10.221,9.929,9.956,10.136
A_51_P140347,Slc4a9,NM_172830,0.3732731,7.989,8.259,7.643,8.118,8.746,8.664
A_51_P172532,Nit1,NM_012049,0.3732731,12.584,12.269,12.639,12.654,12.784,12.844
A_51_P174314,Robo1,NM_019413,0.3732731,11.401,11.613,10.719,10.892,10.353,10.564
A_51_P227332,Rpl38,NM_001048057,0.3732731,16.751,16.696,16.881,17.197,16.942,16.878
A_51_P243914,Skap2,NM_018773,0.3732731,9.986,10.366,10.577,10.446,11.092,11.283
A_51_P278353,1700049J03Rik,AK006745,0.3732731,10.85,10.253,10.761,10.828,11.172,11.36
A_51_P301736,Ppp2r2a,NM_028032,0.3732731,13.261,13.264,12.695,12.785,12.652,12.533
A_51_P320888,Cln5,NM_001033242,0.3732731,10.654,10.152,10.616,10.567,11.773,11.991
A_51_P328652,Acot7,NM_133348,0.3732731,14.863,14.771,14.982,14.908,15.285,15.287
A_51_P328789,Dph3,NM_172254,0.3732731,8.198,8.121,8.242,8.252,9.733,9.299
A_51_P330630,Usp3,NM_144937,0.3732731,9.739,9.866,9.075,9.715,11.161,11.009
A_51_P392214,Pcnx4,NM_026327,0.3732731,11.494,12.069,12.145,12.314,12.295,12.374
A_51_P419086,Gadd45gip1,NM_183358,0.3732731,12.158,12.505,11.831,12.298,13.223,13.232
A_51_P421559,Bspry,NM_138653,0.3732731,6.768,7.113,7.528,7.277,8.639,8.44
A_51_P431018,Selenbp2,NM_019414,0.3732731,10.978,11.241,11.513,11.725,11.432,11.682
A_51_P469008,Ehd1,NM_010119,0.3732731,13.925,14.02,14.017,14.076,14.887,14.456
A_51_P473272,Tspan6,NM_019656,0.3732731,10.506,10.07,10.854,11.085,11.009,10.819
A_51_P476169,Sfrp5,NM_018780,0.3732731,6.424,6.502,6.782,6.624,7.982,7.875
A_51_P481546,Cers5,NM_028015,0.3732731,11.433,11.471,11.192,11.408,12.233,12.241
A_51_P485791,Cyp51,NM_020010,0.3732731,8.897,8.638,8.628,8.79,9.435,9.232
A_51_P493543,Ftl2-ps,S89400,0.3732731,14.141,13.371,14.146,14.319,14.565,14.421
A_51_P502132,Mmp23,NM_011985,0.3732731,6.791,6.733,6.613,6.758,9.005,8.997
A_51_P503494,Arc,NM_018790,0.3732731,13.128,13.256,13.56,13.222,12.442,12.136
A_52_P102248,Mex3b,NM_175366,0.3732731,11.352,11.654,10.896,11.164,9.895,9.653
A_52_P120925,Metap1,NM_175224,0.3732731,8.339,8.592,8.675,8.788,9.06,8.686
A_52_P172711,Srr,AK080470,0.3732731,6.697,6.812,6.564,6.73,7.838,7.692
A_52_P201245,Sdsl,NM_133902,0.3732731,9.393,9.162,9.484,9.396,10.22,10.312
A_52_P298093,Peli1,NM_023324,0.3732731,10.712,10.461,9.545,9.815,9.262,9.009
A_52_P305740,Rreb1,NM_001177869,0.3732731,9.76,9.875,9.29,9.497,8.076,8.548
A_52_P311148,Trappc13,NR_003546,0.3732731,7.456,7.266,7.14,7.513,7.597,7.41
A_52_P454950,Ube2b,NM_009458,0.3732731,13.473,13.803,13.722,13.457,13.375,13.508
A_52_P48762,Lin7a,NM_001039354,0.3732731,10.275,10.389,10.469,10.425,11.384,11.673
A_52_P495224,Nln,NM_029447,0.3732731,8.454,8.546,8.037,8.558,9.208,8.791
A_52_P498798,Gsdmc3,NM_183194,0.3732731,6.99,7.13,6.892,7.052,7.702,7.532
A_52_P500761,Zscan30,AK164630,0.3732731,6.688,6.433,6.523,6.594,7.079,7.192
A_52_P536082,Prpf4,NM_027297,0.3732731,8.236,8.195,8.403,8.334,9.688,9.358
A_52_P552289,,,0.3732731,10.54,9.845,10.667,10.587,11.294,11.38
A_52_P582555,Rbm48,NM_172991,0.3732731,9.076,9.422,8.766,9.685,9.686,9.303
A_52_P6045,Gpsm2,NM_029522,0.3732731,9.888,9.848,9.415,9.523,9.331,9.144
A_52_P629324,Itgb8,AK140969,0.3732731,7.799,8.047,7.617,7.897,8.652,8.617
A_52_P665197,,,0.3732731,7.366,7.579,7.355,7.6,9.499,8.618
A_52_P67983,Lcmt2,NM_177846,0.3732731,9.977,9.396,10.217,10.062,11.184,10.917
A_52_P708507,Myadml2,NM_026751,0.3732731,6.974,6.765,6.882,6.905,7.999,7.906
A_52_P98124,Zfp951,NM_001039231,0.3732731,7.842,8.187,7.568,7.262,7.121,7.689
A_51_P112557,Polr1c,NM_009085,0.373367,13.183,13.561,13.103,13.38,14.082,14.011
A_51_P220055,Kyat1,NM_172404,0.373367,10.652,10.04,10.486,10.516,11.439,11.368
A_52_P228398,Eif4h,NM_033561,0.373367,15.727,15.659,15.718,15.714,16.046,15.988
A_51_P431919,Tfg,NM_019678,0.3733884,12.759,12.651,12.847,12.786,13.3,13.427
A_52_P182659,Cs,NM_026444,0.3733884,15.578,15.924,16.137,16.262,16.196,16.193
A_52_P23886,,,0.3733884,16.798,16.952,16.504,16.422,16.581,16.297
A_52_P323503,,,0.3733884,10.165,10.397,9.17,9.498,8.34,8.783
A_52_P450965,,,0.3733884,6.536,6.679,6.46,6.669,7.196,6.843
A_52_P526396,Atl1,NM_178628,0.3733884,13.029,12.98,12.902,12.933,12.305,12.514
A_52_P553421,9330132A10Rik,AK083197,0.3733884,10.974,11.978,10.716,10.983,8.741,8.926
A_52_P559817,Fbln7,NM_024237,0.3733884,8.435,8.251,9.043,8.806,10.167,9.597
A_52_P70216,Gm12942,NM_001099319,0.3733884,8.56,8.557,8.343,8.533,8.893,8.933
A_51_P128499,Dennd3,NM_001081066,0.3734551,6.639,6.604,6.789,6.704,7.412,7.366
A_52_P663666,4933404O12Rik,NR_015555,0.3734551,9.906,9.318,9.897,9.327,9.113,9.382
A_52_P527931,Ano8,NM_001164679,0.3734771,9.217,10.051,9.298,9.777,10.458,10.806
A_51_P486906,Mtg2,NM_181424,0.3735652,9.737,9.265,9.885,9.746,10.731,10.771
A_51_P182572,Phactr1,NM_001005748,0.3735689,15.791,15.887,15.486,15.666,14.171,14.231
A_51_P485361,Herc3,AK017531,0.3735689,8.234,8.603,7.854,8.36,10.329,9.931
A_52_P683728,Atg4c,NM_175029,0.3735689,11.177,11.869,11.395,10.903,11.025,11.17
A_51_P424905,Zfp384,AK086185,0.3735989,6.581,6.646,6.56,6.628,7.704,7.929
A_51_P109364,Tnks,AK083986,0.3736774,11.531,11.253,11.052,11.048,10.989,10.914
A_51_P165882,Slc22a18,NM_001042760,0.3736774,7.384,7.129,7.894,7.902,8.469,7.866
A_51_P174894,Mkl1,NM_001082536,0.3736774,13.442,13.891,14.062,13.708,12.084,12.123
A_51_P208680,Chtf18,NM_145409,0.3736774,6.818,7.393,6.955,7.202,8.035,7.779
A_51_P225933,Inpp4b,AK053554,0.3736774,7.122,7.121,7.659,7.404,8.474,8.594
A_51_P228753,,,0.3736774,6.526,6.737,6.426,6.64,7.001,6.93
A_51_P257119,Slc10a7,NM_029736,0.3736774,7.733,7.973,7.853,7.896,8.487,8.355
A_51_P261517,Tyrobp,NM_011662,0.3736774,11.449,11.631,11.4,11.463,10.436,10.424
A_51_P267454,Slc25a11,NM_024211,0.3736774,14.499,14.442,14.826,15.052,14.716,14.957
A_51_P269103,Necab3,NM_021546,0.3736774,11.008,10.678,10.799,10.881,11.548,11.634
A_51_P280085,Zfp655,NM_028298,0.3736774,12.749,13.464,13.124,13.39,13.678,13.661
A_51_P328202,Daam2,NM_001008231,0.3736774,7.475,7.288,7.636,7.526,8.296,8.5
A_51_P381230,Zhx2,NM_199449,0.3736774,7.714,7.328,7.23,6.882,7.232,7.059
A_51_P383270,Fras1,NM_175473,0.3736774,9.124,9.163,9.631,9.115,8.542,8.836
A_51_P386415,9430027B09Rik,AK020441,0.3736774,7.912,8.156,8.031,6.124,7.614,7.441
A_51_P418488,Robo2,AK084163,0.3736774,9.209,9.587,8.817,9.045,8.135,7.999
A_52_P165315,,,0.3736774,7.403,7.75,7.541,7.369,7.202,7.398
A_52_P16571,Srr,NM_013761,0.3736774,9.213,8.918,8.733,8.876,7.568,7.804
A_52_P209527,Rgs11,NM_001081069,0.3736774,10.063,9.908,9.766,9.799,8.873,9.342
A_52_P214804,Plrg1,NM_016784,0.3736774,10.605,10.586,11.532,11.319,11.766,11.761
A_52_P245911,,,0.3736774,6.551,6.582,6.447,6.566,6.97,7.181
A_52_P276955,Epha3,NM_010140,0.3736774,8.355,8.896,7.802,7.868,7.602,7.549
A_52_P304858,Gnb1,NM_008142,0.3736774,13.985,14.474,13.301,12.343,13.273,13.299
A_52_P323182,,,0.3736774,7.787,7.629,7.941,7.844,8.387,8.555
A_52_P32988,Tulp4,NM_054040,0.3736774,7.091,6.911,7.367,7.194,8.212,8.118
A_52_P390700,,,0.3736774,7.554,7.233,7.488,7.489,7.981,8.095
A_52_P421234,Rdh10,NM_133832,0.3736774,8.395,8.599,8.456,8.38,8.37,8.262
A_52_P538310,Gjd2,NM_010290,0.3736774,8.232,7.773,8.433,8.244,10.094,10.355
A_52_P59264,Sncaip,NM_026408,0.3736774,9.857,10.364,9.967,10.205,11.422,10.929
A_52_P625683,Pxmp4,NM_021534,0.3736774,8.958,8.536,9.445,9.322,9.662,9.763
A_52_P85372,Chrm1,NM_001112697,0.3736774,8.222,7.5,7.451,7.405,6.926,7.084
A_52_P908952,9530057J20Rik,AK020613,0.3736774,8.653,8.347,8.5,9.093,8.574,8.914
A_52_P31543,Btg2,NM_007570,0.3737474,10.018,10.018,10.367,10.292,10.698,10.434
A_51_P448664,Tbxas1,NM_011539,0.3738377,7.941,7.669,7.755,7.298,7.582,7.655
A_51_P155997,Bcl7a,NM_029850,0.3738629,13.356,13.046,12.912,12.985,12.503,12.18
A_51_P312482,Ccdc34,NM_026613,0.3738629,10.273,10.387,10.686,10.285,9.817,10.115
A_51_P338961,Qser1,NM_001123327,0.3738629,9.76,10.037,9.813,9.928,10.343,10.471
A_51_P435380,Col26a1,NM_024474,0.3738629,7.849,8.57,8.819,9.007,9.024,8.992
A_52_P256182,,,0.3738629,8.157,8.412,8.066,8.271,8.908,8.881
A_52_P547740,Usp8,AK040791,0.3738629,6.307,6.455,6.494,6.452,7.073,7.233
A_51_P148865,Mxd4,NM_010753,0.3738892,10.024,9.926,10.092,10.099,11.364,10.851
A_51_P127756,Ddx20,NM_017397,0.3740064,11.387,11.425,11.166,11.372,11.912,11.854
A_51_P476851,Fance,NM_001163819,0.3740064,12.748,13.241,13.119,13.36,13.481,13.258
A_52_P196105,Ttyh3,NM_175274,0.3740064,13.333,13.736,13.218,13.672,13.945,13.753
A_52_P369271,Zfp280d,NM_146224,0.3740064,9.074,8.965,9.131,8.916,8.363,8.81
A_52_P45124,Mink1,U49949,0.3740064,8.19,7.3,8.168,8.101,9.242,9.427
A_52_P810819,,,0.3740064,7.921,8.087,7.618,7.687,7.177,7.516
A_52_P835246,Tmem138,AK045245,0.3740064,6.378,6.435,6.428,7.129,6.673,6.539
A_51_P510914,,,0.3740423,13.46,13.523,13.39,13.496,13.736,13.627
A_51_P131358,Selplg,NM_009151,0.3743063,11.596,10.569,11.404,10.496,10.554,10.582
A_51_P202596,Sh3tc2,NM_172628,0.3743063,8.581,8.313,8.391,8.472,9.166,9.047
A_51_P268193,Slc7a10,NM_017394,0.3743063,12.067,11.875,12.323,12.156,13.273,13.494
A_51_P417477,Aktip,NM_010241,0.3743063,13.012,13.077,12.996,13.072,14.064,13.747
A_51_P510059,Dgat1,NM_010046,0.3743063,8.671,8.472,9.23,8.912,10.455,10.394
A_51_P249193,Gsg1l,NM_001101488,0.3743222,10.075,10.19,10.332,10.883,10.4,10.4
A_52_P483280,Lamp2,NM_010685,0.3743621,11.962,11.848,12.22,12.065,13.077,12.951
A_51_P314763,Rabggtb,NM_011231,0.3743798,12.004,11.389,12.021,12.063,12.339,12.547
A_51_P394676,Mef2d,BC040217,0.3743798,15.069,15.424,14.969,14.961,14.825,14.541
A_51_P490286,Cngb1,NM_145601,0.3743798,6.566,6.577,6.919,6.805,7.2,7.059
A_52_P34043,Ppm1b,NM_011151,0.3743798,13.635,13.579,13.513,13.611,14.103,14.33
A_51_P354077,Svil,NM_153153,0.3744161,9.622,9.81,9.855,9.795,11.272,11.149
A_52_P26195,Meis1,NM_010789,0.3744161,6.479,6.655,6.49,6.589,9.809,9.902
A_52_P292213,Vstm4,NM_178791,0.3744364,8.563,7.749,8.934,8.683,10.118,9.945
A_51_P362627,Tnnt1,NM_011618,0.3744482,8.424,9.038,9.039,10.798,9.054,9.977
A_52_P533792,Sucla2,NM_011506,0.3744672,14.283,14.432,14.663,14.551,15.18,14.963
A_51_P137029,Plce1,NM_019588,0.3744874,7.132,7.253,7.65,7.42,8.802,8.681
A_51_P152479,Cep83os,NR_015524,0.3744874,11.313,10.944,10.806,9.602,10.569,10.642
A_52_P582858,Dgkd,NM_177646,0.3744874,12.75,13.291,13.233,13.239,13.747,13.833
A_51_P104162,Gfod1,AK053379,0.3744895,6.553,6.324,6.78,6.631,7.739,8.078
A_51_P142295,Flrt3,NM_178382,0.3744895,9.882,10.667,10.109,9.98,9.425,9.452
A_51_P150912,Aurka,NM_011497,0.3744895,8.57,9.087,8.899,9.159,9.433,9.088
A_51_P177392,,,0.3744895,14.799,15.099,14.856,15.024,15.675,15.334
A_51_P229477,2900027M19Rik,AK013604,0.3744895,7.27,7.293,7.083,7.244,8.492,8.375
A_51_P261150,Sf3b4,NM_153053,0.3744895,11.685,11.574,11.256,11.635,12.299,11.991
A_51_P264495,Pgam2,NM_018870,0.3744895,10.152,10.393,10.385,10.271,7.887,8.075
A_51_P267024,Pafah1b3,NM_008776,0.3744895,10.458,10.587,10.591,10.589,12.009,11.66
A_51_P276142,Gpr37l1,NM_134438,0.3744895,16.269,16.723,16.381,16.527,17.91,17.692
A_51_P301207,Knop1,NM_023197,0.3744895,10.905,11.41,11.192,11.32,11.825,11.629
A_51_P330677,Slc35e1,NM_177766,0.3744895,7.024,6.89,6.986,7.019,7.875,7.55
A_51_P337101,Rnf43,NM_172448,0.3744895,8.786,9.147,9.34,9.294,9.601,9.516
A_51_P358722,Lancl3,NM_173414,0.3744895,7.431,7.187,7.596,7.466,8.89,9.213
A_51_P369690,Ubxn11,NM_026257,0.3744895,7.546,7.404,7.951,7.202,7.285,7.37
A_51_P385635,Mrpl53,NM_026744,0.3744895,13.914,13.507,13.883,13.945,14.089,14.152
A_51_P398260,Tppp,NM_182839,0.3744895,14.244,14.059,13.861,13.974,13.526,13.384
A_51_P405970,Trrap,NM_001081362,0.3744895,13.09,13.163,13.175,13.131,12.528,12.569
A_51_P425642,Grasp,NM_019518,0.3744895,11.587,11.521,11.09,11.31,9.198,8.677
A_51_P435911,Hsd3b7,NM_133943,0.3744895,10.468,10.146,10.315,10.356,11.792,11.559
A_51_P436727,Arrb1,NM_177231,0.3744895,14.483,14.893,14.545,14.789,15.628,15.176
A_51_P473919,Mycbp2,NM_207215,0.3744895,13.629,13.812,13.139,13.165,12.76,13.172
A_51_P476725,Myl6b,AK017625,0.3744895,8.386,7.974,8.142,8.312,8.619,8.481
A_51_P497692,Mageh1,NM_023788,0.3744895,12.163,12.209,12.037,12.287,12.569,12.247
A_51_P503696,Szrd1,NM_001025608,0.3744895,9.833,9.878,9.596,9.891,10.119,9.97
A_52_P149200,Zfp946,NM_198003,0.3744895,10.334,10.496,10.054,10.108,9.043,9.685
A_52_P152847,Inhbb,NM_008381,0.3744895,6.547,6.47,6.633,6.612,7.571,7.194
A_52_P196568,Meg3,NR_003633,0.3744895,12.138,12.167,12.51,11.815,10.293,11.663
A_52_P216436,Col2a1,NM_031163,0.3744895,7.128,6.873,6.893,7.038,8.969,8.436
A_52_P221887,Repin1,NM_175099,0.3744895,10.789,10.339,10.267,10.658,11.389,10.979
A_52_P256426,,,0.3744895,9.006,8.703,8.967,8.959,9.389,9.343
A_52_P297457,0610030E20Rik,NM_026696,0.3744895,10.655,10.926,10.446,10.822,11.099,11.272
A_52_P351925,Ank3,NM_146005,0.3744895,12.062,11.809,10.99,10.732,11.035,11.027
A_52_P366980,Tspan17,NM_028841,0.3744895,14.553,14.378,14.955,14.761,15.415,15.365
A_52_P374839,Atp6v1g2,NM_023179,0.3744895,13.751,13.188,12.989,12.69,13.026,12.628
A_52_P392205,Krt222,NM_172946,0.3744895,10.068,10.404,10.46,10.403,11.28,10.994
A_52_P406864,Fam179b,NM_177805,0.3744895,12.093,12.324,12.008,12.084,11.296,11.485
A_52_P443104,Pdzd11,AK032327,0.3744895,6.695,6.909,6.945,7.135,6.92,7.157
A_52_P453469,Proca1,NM_001045516,0.3744895,7.413,7.505,7.815,7.636,9.52,9.241
A_52_P459288,4930402H24Rik,AK050350,0.3744895,12.926,13.177,12.828,13.039,13.61,13.587
A_52_P512877,Hnrnpll,AK034420,0.3744895,8.643,9.355,9.051,9.239,10.079,9.675
A_52_P541175,Marveld1,NM_183195,0.3744895,8.755,8.411,8.811,8.786,9.416,9.125
A_52_P601383,Lilra6,NM_011090,0.3744895,6.355,6.479,6.557,6.504,6.975,6.842
A_52_P764584,,,0.3744895,7.566,7.192,7.118,7.516,7.751,7.563
A_51_P150480,Myl12a,NM_026064,0.3746091,7.663,7.651,7.585,8.641,8.108,7.744
A_51_P159711,Car7,NM_053070,0.3746091,10.194,10.274,9.73,10.163,11.165,11.078
A_51_P162176,Trappc3,NM_013718,0.3746091,12.762,12.708,12.866,12.796,13.819,13.757
A_51_P180108,Arpc5l,NM_028809,0.3746091,13.513,13.38,13.405,13.662,13.534,13.496
A_51_P184508,Speer5-ps1,NR_001582,0.3746091,6.522,6.476,6.396,6.588,6.946,7.511
A_51_P191448,Slc8a1,NM_011406,0.3746091,9.211,9.564,8.526,8.892,6.98,7.466
A_51_P207017,Scai,NM_178778,0.3746091,7.75,7.763,8.081,7.591,6.92,7.58
A_51_P217047,Gng10,NM_025277,0.3746091,14.233,14.052,13.525,13.828,12.393,12.456
A_51_P218345,Pak3,NM_008778,0.3746091,12.03,12.156,12.031,11.978,10.47,11.094
A_51_P261087,Avpi1,NM_027106,0.3746091,12.456,12.448,12.908,13.288,12.928,12.842
A_51_P262871,Nans,NM_053179,0.3746091,9.162,8.967,9.564,9.341,10.173,10.281
A_51_P268709,Mc4r,NM_016977,0.3746091,9.999,10.144,9.558,9.786,8.862,8.544
A_51_P274163,Clybl,NM_029556,0.3746091,10.915,10.331,10.621,10.824,11.107,11.123
A_51_P309917,Itga8,NM_001001309,0.3746091,9.858,10.3,9.645,9.86,7.354,7.109
A_51_P340013,Cdc42se2,NM_178626,0.3746091,11.607,11.477,11.745,11.58,10.492,10.59
A_51_P355765,,,0.3746091,13.419,14.014,13.957,13.73,10.816,10.915
A_51_P357459,Ndufc2,NM_024220,0.3746091,15.41,15.019,15.565,15.479,15.92,16.149
A_51_P425657,Pard6g,NM_053117,0.3746091,8.445,8.349,8.786,8.599,10.679,10.246
A_51_P439348,Setd3,NM_028262,0.3746091,14.325,14.663,14.351,14.549,14.922,14.812
A_51_P444447,Cebpd,NM_007679,0.3746091,13.797,14.081,13.619,13.762,11.881,12.255
A_51_P444994,Tmem203,NM_177344,0.3746091,11.156,10.852,11.587,11.678,11.64,11.586
A_51_P452153,Mzb1,NM_027222,0.3746091,6.477,6.619,6.432,6.593,6.734,6.63
A_51_P462428,,,0.3746091,8.551,9.131,9.088,8.994,12.287,12.46
A_51_P497402,Tonsl,NM_183091,0.3746091,9.446,9.281,10.07,9.767,10.777,10.761
A_51_P516637,Bmp5,NM_007555,0.3746091,6.491,6.638,6.651,6.614,8.249,8.217
A_52_P1056789,Celf5,NM_176954,0.3746091,13.799,13.887,13.347,13.617,10.655,10.753
A_52_P233801,Dysf,NM_001077694,0.3746091,6.687,6.666,6.836,6.753,8.25,8.113
A_52_P238492,,,0.3746091,8.015,7.803,8.209,8.491,8.119,8.408
A_52_P254789,Grpel2,NM_021296,0.3746091,10.698,10.924,10.581,11.108,10.948,10.883
A_52_P266365,Memo1,AK053089,0.3746091,6.697,6.403,6.688,6.709,7.005,7.354
A_52_P306351,Asph,NM_001177850,0.3746091,11.063,11.563,11.261,11.348,13.288,13.216
A_52_P319591,Copg1,NM_017477,0.3746091,13.253,13.298,13.705,13.535,14.37,14.082
A_52_P402885,Inpp1,AK009002,0.3746091,7.377,7.957,7.793,7.79,9.103,9.195
A_52_P411412,Ska2,AK084225,0.3746091,6.439,6.348,6.432,6.492,6.81,6.543
A_52_P430283,Dnaaf5,NM_001081265,0.3746091,8.544,8.745,9.237,9.071,10.235,9.62
A_52_P432969,Pcdh19,NM_001105245,0.3746091,12.757,12.738,13.211,12.832,10.907,11.195
A_52_P621588,Ifnlr1,NM_174851,0.3746091,6.474,6.528,6.857,6.688,7.851,7.59
A_52_P67637,Sc5d,AK080673,0.3746091,11.293,11.265,10.737,11.682,11.61,11.308
A_52_P677718,Tatdn2,NM_001033463,0.3746091,8.555,8.217,8.861,8.629,10.655,10.381
A_52_P684798,Alms1,NM_145223,0.3746091,7.773,8.168,7.507,7.989,9.669,8.987
A_52_P939770,,AK036777,0.3746091,7.065,6.9,6.615,6.975,7.467,7.345
A_51_P401451,Cdc45,NM_009862,0.3747437,6.918,6.842,6.782,6.866,7.359,7.272
A_51_P143721,Vipas39,NM_134044,0.3747758,12.159,12.016,12.09,12.104,12.544,12.545
A_51_P163305,Nudt5,NM_016918,0.3747758,10.297,10.766,10.342,10.891,10.882,10.655
A_51_P211467,Gpr50,NM_010340,0.3747758,6.826,6.666,6.488,6.706,7.461,7.401
A_51_P229875,E330009J07Rik,AK147402,0.3747758,11.37,12.128,11.582,11.951,12.397,12.355
A_51_P267783,Il11,NM_008350,0.3747758,6.9,6.805,6.769,6.872,8.112,7.733
A_51_P310066,Rasgef1a,NM_027526,0.3747758,15.131,15.042,15.306,15.132,13.534,13.634
A_51_P332414,Gm5085,AK048069,0.3747758,7.112,7.24,7.122,7.397,7.189,7.506
A_51_P396811,Fam122a,NM_026520,0.3747758,11.082,10.201,9.895,9.859,9.496,9.554
A_51_P415126,Tgfa,NM_031199,0.3747758,9.171,9.405,8.544,8.092,8.734,8.365
A_51_P423509,Faap100,NM_027980,0.3747758,8.805,8.209,8.423,8.588,10.336,9.854
A_52_P101399,Tmem130,NM_177735,0.3747758,15.244,15.449,15.449,15.404,16.432,16.491
A_52_P143720,Morc2a,NM_198162,0.3747758,7.516,7.996,7.278,7.093,7.235,7.154
A_52_P190921,Eif2ak1,AK032508,0.3747758,9.803,9.492,9.618,9.813,9.821,9.829
A_52_P309166,St6galnac5,NM_012028,0.3747758,13.288,12.968,12.894,12.997,8.128,8.193
A_52_P310225,Dnaja1,NM_008298,0.3747758,11.997,12.363,11.731,11.728,11.613,11.612
A_52_P355004,Cttnbp2,AK081137,0.3747758,11.959,12.038,11.406,11.716,9.987,10.067
A_52_P411305,Tsc1,AK083363,0.3747758,7.586,7.611,7.181,7.531,8.44,8.4
A_52_P802967,,AK035497,0.3747758,6.947,7.047,6.794,6.97,7.441,7.386
A_51_P440694,Atg16l1,NM_029846,0.3748515,12.666,12.674,13.048,13.151,13.065,12.989
A_52_P176619,Atat1,NM_001142744,0.3750106,7.808,8.227,8.055,8.158,8.43,8.415
A_51_P328883,Zfp810,NM_145612,0.3750397,10.206,10.49,9.827,9.975,9.516,9.572
A_51_P389506,Fam220a,BC012231,0.3750397,12.484,12.643,12.63,13.01,13.007,12.608
A_51_P450888,Rtn4r,NM_022982,0.3750397,10.931,10.941,10.51,10.702,9.94,9.656
A_52_P422458,,,0.3750397,9.099,9.101,9.014,9.027,8.398,8.669
A_52_P637353,Zbtb43,NM_027947,0.3750397,9.551,9.823,9.563,9.714,10.058,10.015
A_52_P900990,,CB321262,0.3750397,7.076,7.35,6.741,7.202,7.819,8.169
A_51_P197816,,,0.3750531,7.593,7.579,7.438,7.699,7.832,7.594
A_51_P314388,Cntln,NM_175275,0.3750531,9.15,9.565,9.634,9.693,10.035,9.744
A_52_P95060,Strn,AK172517,0.3750531,11.782,11.892,11.856,11.856,12.187,12.223
